fixture_id,meeting_id,query_type,query_index,truncated,original_words,retained_words,boundary,strategy,caveat
qmsum_test_meeting0025_specific_04_122109a1,meeting0025,specific,4,True,8622,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0025_specific_05_918c6fc3,meeting0025,specific,5,True,8622,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_00_b9e66bec,meeting0026,specific,0,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_01_76bceff5,meeting0026,specific,1,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_02_5bc13efa,meeting0026,specific,2,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_03_9e0d3d74,meeting0026,specific,3,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_04_c273d48d,meeting0026,specific,4,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_05_27ca0e91,meeting0026,specific,5,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_06_284552fa,meeting0026,specific,6,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_07_9dcb682e,meeting0026,specific,7,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_08_3f28383d,meeting0026,specific,8,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_09_5724597f,meeting0026,specific,9,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_10_8aee9215,meeting0026,specific,10,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0026_specific_11_c539986e,meeting0026,specific,11,True,16180,1426,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_00_1fa6098b,meeting0027,specific,0,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_01_b3f0dc27,meeting0027,specific,1,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_02_5d66dfed,meeting0027,specific,2,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_03_5910ddfd,meeting0027,specific,3,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_04_76e46390,meeting0027,specific,4,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_05_882edd35,meeting0027,specific,5,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_06_6e3431a7,meeting0027,specific,6,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_07_1f3e56c8,meeting0027,specific,7,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0027_specific_08_8b7bfb92,meeting0027,specific,8,True,7951,1498,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0028_specific_00_1ffc51ac,meeting0028,specific,0,True,3247,1474,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0028_specific_01_53f33314,meeting0028,specific,1,True,3247,1474,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0028_specific_02_90b375d2,meeting0028,specific,2,True,3247,1474,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0028_specific_03_5213f673,meeting0028,specific,3,True,3247,1474,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0028_specific_04_be4e0cca,meeting0028,specific,4,True,3247,1474,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0028_specific_05_4dbdca20,meeting0028,specific,5,True,3247,1474,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0029_specific_00_844b1cb3,meeting0029,specific,0,True,7860,1486,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0029_specific_01_2c390c89,meeting0029,specific,1,True,7860,1486,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0029_specific_02_36f8e20c,meeting0029,specific,2,True,7860,1486,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0029_specific_03_12fdc207,meeting0029,specific,3,True,7860,1486,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0029_specific_04_c6920538,meeting0029,specific,4,True,7860,1486,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0029_specific_05_66347c09,meeting0029,specific,5,True,7860,1486,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0030_specific_00_b07d5ecb,meeting0030,specific,0,True,13457,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0030_specific_01_b4c2e934,meeting0030,specific,1,True,13457,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0030_specific_02_81448b7d,meeting0030,specific,2,True,13457,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0030_specific_03_624dbf9b,meeting0030,specific,3,True,13457,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0030_specific_04_1e23955b,meeting0030,specific,4,True,13457,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0030_specific_05_db0ee444,meeting0030,specific,5,True,13457,1479,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0031_specific_00_0dc75291,meeting0031,specific,0,True,16551,1481,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0031_specific_01_a2a04b79,meeting0031,specific,1,True,16551,1481,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0031_specific_02_a32f2a16,meeting0031,specific,2,True,16551,1481,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0031_specific_03_46699e92,meeting0031,specific,3,True,16551,1481,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0031_specific_04_84f66e95,meeting0031,specific,4,True,16551,1481,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0031_specific_05_37c0924a,meeting0031,specific,5,True,16551,1481,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0032_specific_00_0b1438ca,meeting0032,specific,0,True,5883,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0032_specific_01_cd50d31b,meeting0032,specific,1,True,5883,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0032_specific_02_5e616d63,meeting0032,specific,2,True,5883,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0032_specific_03_9dc293b7,meeting0032,specific,3,True,5883,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0032_specific_04_3fc5ed82,meeting0032,specific,4,True,5883,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0032_specific_05_6831d5e8,meeting0032,specific,5,True,5883,1490,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_00_88064de8,meeting0033,specific,0,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_01_11f3b64c,meeting0033,specific,1,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_02_24b2697d,meeting0033,specific,2,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_03_41e371bf,meeting0033,specific,3,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_04_ea56c542,meeting0033,specific,4,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_05_debd7605,meeting0033,specific,5,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_06_553f9295,meeting0033,specific,6,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_07_9a7c1b52,meeting0033,specific,7,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_08_5f002a32,meeting0033,specific,8,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_09_41c8fb37,meeting0033,specific,9,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0033_specific_10_0f94b372,meeting0033,specific,10,True,8103,1495,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0034_specific_00_13dc5b57,meeting0034,specific,0,True,3995,1473,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0034_specific_01_211cab62,meeting0034,specific,1,True,3995,1473,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0034_specific_02_1f89ce39,meeting0034,specific,2,True,3995,1473,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0034_specific_03_a5ecf757,meeting0034,specific,3,True,3995,1473,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0034_specific_04_ea0cd168,meeting0034,specific,4,True,3995,1473,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
qmsum_test_meeting0034_specific_05_f4950eb6,meeting0034,specific,5,True,3995,1473,utterance,prefix_preserve_turn_boundaries,Reference evidence may fall outside retained context.
