fixture_id,t106b_original_tokens,t106b_n_original,t106b_compressed_tokens,t114_original_tokens,t114_precompression_tokens,t114_n_original,t114_compressed_tokens,t106b_output_tokens,t114_output_tokens,t106b_cap_hit,t114_cap_hit,t106b_extracted_answer,t114_extracted_answer,t106b_strict_correct,t114_strict_correct,t106b_wrong_numeric,t114_wrong_numeric,t106b_invalid,t114_invalid,t106b_label,t114_label_task95b,t114_row_cap_hit_field,t106b_prompt_hash,t114_prompt_hash,t114_precompression_prompt_hash,difference_category
gsm8k_short_test_0067,16,16,8,85,85,16,8,47,72,False,False,13,13,True,True,False,False,False,False,strict_correct,strict_correct,False,6df2ac61e34c1e6605d627b113aa07933cddb16ae6c8c943556aa3ee0400dde3,40f3ccd8665d268a29c8925967abef256db60e9feeea3df6537a6493243ba94e,8a1f48be89f185b3b61c97c462e0798d7ffac248bcf962e112450212f89ff9e3,prompt_difference
gsm8k_short_test_0068,16,16,8,94,94,16,8,75,187,False,False,117,130,False,True,True,False,False,False,strict_wrong_numeric,strict_correct,False,bfd8bd704a58da5fab89cc1e5587f45ee301d6f387d85022092b37682f868090,1efcfd46d19295ab00b8a7e0b97b9ce6ff23873b440921890e3c418323651351,e8f63cd344b5a3231d5272e131f2959464d25e84430985b17245246501e40139,prompt_difference
gsm8k_short_test_0069,16,16,8,124,124,16,8,126,143,False,False,2125,2125,True,True,False,False,False,False,strict_correct,strict_correct,False,c19550ed4b6f17279b9333b2a16b3fa6b655a632cab456c9c118a186663b579f,b04b686488ddbb2f3dd8b3518123aa7671c56f1cfeda7e8fd74c1cfd677a5bc8,f3edb84c0529805f932ffaf616c4f3d76ff56349c7ecacbc07b831f9919f98d5,prompt_difference
gsm8k_short_test_0070,16,16,8,130,130,16,8,66,88,False,False,7,3,True,False,False,True,False,False,strict_correct,strict_wrong_numeric,False,90866fb92ec9e3c2a00e1c68aaeb6e23ee980a8b1692b89caf55f79bf8b1efe8,3cc835d4262cf4855ee33f8a00cfdf20ea75bd759e6f19f9d07f1123cacc0bfa,3cb62a14f23c924a547eb87f5e7fa2d92109f74d82739d7343e11fc45cde9780,prompt_difference
gsm8k_short_test_0071,16,16,8,89,89,16,8,82,113,False,False,120,120,True,True,False,False,False,False,strict_correct,strict_correct,False,c11485a87d394cbf3d4f1c5f239d16cd04d636a935e22e9445983099ff7120c3,6824f78cd87955b2d4ca19a5f7b9deb86a4c7b35ae6f458c056273df5d75635f,909c759ad17b9b854868be0f2577e1c79aabaa6185c604d3dd678a13649e4fd8,prompt_difference
gsm8k_short_test_0072,16,16,8,118,118,16,8,115,136,False,False,8,8,True,True,False,False,False,False,strict_correct,strict_correct,False,9cf183af05e76f178bceab95e6b086c2bb15adc7f9941eb571761a8ae7389e57,9fae688d6a46c1b870cf10c0f1457d8a3a0026db3885c904dc0ace89c8c6de30,659d96a81bacca99be171c1b0649b160b21abfe1d996006109f82d9fb31f7218,prompt_difference
gsm8k_short_test_0073,16,16,8,105,105,16,8,166,248,False,False,144,144,True,True,False,False,False,False,strict_correct,strict_correct,False,1617e53920ae39b1ebcb1bceaeb0bfa70058bdf198fba7bed7a651d9faccdd14,4f463e8d7cffe6c9578eecd647f68f6fd35f8dd01003d80fa14e4b52ea871f20,9be9b4a08df62fcfc0bea6e844a2818b9479f4e609499504262fbf048a32b66f,prompt_difference
gsm8k_short_test_0074,16,16,8,98,98,16,8,51,107,False,False,6,6,True,True,False,False,False,False,strict_correct,strict_correct,False,084889bc47155bfd55b7c84987c44f8de6d85fb980aae97b19530ea7b0c12ecc,d0c4645f6c270030962a2ff0a2099023adcc1f5db0cf1fae26b6a078fb0e39cc,f69007de0a81a6d0fe83627d600fd32387729825f4c383c2c436f21c334069e8,prompt_difference
gsm8k_short_test_0075,16,16,8,86,86,16,8,65,99,False,False,450,450,True,True,False,False,False,False,strict_correct,strict_correct,False,bce36131c456ef26f1650f5148cb8e4416222c76c8eda3195996c0d81451872c,cd2effb60fc67b48ff116718f129676bb95956db39a47c7ec8f376bc1d36eb94,8e69408e3add7c9d5ec48f09aca0574150da9d3aa81094a4db0a3f5a07f4232e,prompt_difference
gsm8k_short_test_0076,16,16,8,133,133,16,8,253,251,False,False,4400,4400,True,True,False,False,False,False,strict_correct,strict_correct,False,f177f877a6f61e2d6222b9b1258ebf2b6af30d1512f452f664bedba004c526c7,25fdfaf98a15679a70443c9cfb9b598bc18112be6b81728c0e037ca64e90e7f9,8615746f35ce418943c9a9fbd8ad026f4af82e6e6a8b9ac4c5874817800c35c9,prompt_difference
gsm8k_short_test_0077,16,16,8,111,111,16,8,114,205,False,False,450,450,True,True,False,False,False,False,strict_correct,strict_correct,False,58706a0b8494c69f60bff63f5529b080f81681af34d82650fda8485c6726ee3a,b60fef208627162cb3c220aa8e2b63741b51cf413dd21faa9e7c762eb9e78ae0,a5b19787b983f0c2106bbc50b081fe70fc059671a163186c32638b0dd435c47f,prompt_difference
gsm8k_short_test_0078,16,16,8,112,112,16,8,256,256,True,True,8,16,False,False,False,True,False,False,cap_limited_incomplete,cap_limited_incomplete,True,a7e6a74d896d5d5844f9c7cb8237c5e4582de372655f922b11764a1508c70f3e,6eb47fe90c55f4361a95e75490d4b5681588702c05e9b7ff9a1178bdb78857e3,f9e849d63051a1834fefd771339d2a28cdbb2dfa9a2caa00500a76ca1fad7e44,prompt_difference
gsm8k_short_test_0079,16,16,8,91,91,16,8,124,202,False,False,27,27,True,True,False,False,False,False,strict_correct,strict_correct,False,c0b4aaa82271bd144c0c3246b5cd5e114270a416174a079d3e7295f8790ca7ac,4a5a8ee3cb4cca859813eab65c52cbb5cf6a08400afa487d4bc01005a9915625,3bb5f83cedab5fcb162f87da174d6fd14d9cc33e5d1a152c3ed977d45202f50d,prompt_difference
gsm8k_short_test_0080,16,16,8,91,91,16,8,80,85,False,False,112,112,True,True,False,False,False,False,strict_correct,strict_correct,False,47784a716cf6fbfc278352c6a1ece23e107419bffb60c1498c13d7ffe24560ec,20bb7eff16d5a6b3a72ada4685d8a9f781a459051c8508aa9ca018a197764293,c945220084e71776c92d6b786e513b5bf0c59f66cca534e2264a7c71961c26b3,prompt_difference
gsm8k_short_test_0081,16,16,8,95,95,16,8,122,122,False,False,32,32,True,True,False,False,False,False,strict_correct,strict_correct,False,224d1cde9ea4deaef1f872b0c643ecbedab5138b8d2ba343398da0e32610dad9,4616367e039a9324defce7983a2d3ff9d85bef7b7059b554c454930b704d9f86,a09d46a7b048579932c6422319acde8cb495e1037fef87ea6dfc1fbeb88629a3,prompt_difference
gsm8k_short_test_0082,16,16,8,122,122,16,8,137,256,False,True,6,6,True,True,False,False,False,False,strict_correct,cap_limited_incomplete,True,dfd730ed75196832b3a96293713ebe4cafe49ea6070344b61b1c44f7f26d7fa7,9bc923c63a809bc8d61ca182b269b042f9024a91a5ae6064627b0b4670909074,a8b7d7a0cf3bf7e0ea49e1f9b0e45c6f6290a603b52cf907b9059da703961fcb,prompt_difference
gsm8k_short_test_0083,16,16,8,99,99,16,8,86,108,False,False,4,4,True,True,False,False,False,False,strict_correct,strict_correct,False,0d186d014ba413d152d762c4ab8b637199417e91afc01386c903e3cd6bdbe4f1,2f87bfe9473b924694239208c50ba0f7dd510c18e2c698d3d6fc15c949bffe00,f47de8e9b408b53d4787f4a55698f0dc44c42d94ebdb83ab6ccd6cb69e566c53,prompt_difference
gsm8k_short_test_0084,16,16,8,88,88,16,8,70,100,False,False,79,79,True,True,False,False,False,False,strict_correct,strict_correct,False,b0d20da997d352b1cd7bb46a496ac975e0dde0f72f7b8a2931715675bcfbbdda,37a1e532e8c0094a029cf07dc5dfbed28ffb1272baff2ebaae83efbdc3902339,5fec24e2ff47289d435b9984c3a7ee7f687f50157cd30c48fbd49a60b069254f,prompt_difference
gsm8k_short_test_0085,16,16,8,119,119,16,8,86,139,False,False,35,35,True,True,False,False,False,False,strict_correct,strict_correct,False,0b20bda919ac8c1316500c440d461f9e6174b1aa79d456356f9dd7e4d067ca14,50ca8259025c7d13fb12987417f206541ebb8ba259d90522ac893ed6c72727c7,20d259408d0158600f43b90d78b896c9319113cf4afbb1883e4584cb43530453,prompt_difference
gsm8k_short_test_0086,16,16,8,78,78,16,8,68,118,False,False,100,100,True,True,False,False,False,False,strict_correct,strict_correct,False,7c05567ddf766f76142afeee7d8fc456ba78f655d52e39fefb898a89bb605041,31999635655a2e71d41d75401ac313666789f31e26fd642d45a680d4db0b1c21,49bc79b40f64fd97498faee18eb585f2244e554d7fbb02aa5ddf032cd72a772f,prompt_difference
gsm8k_short_test_0087,16,16,8,88,88,16,8,131,119,False,False,40,55,True,False,False,True,False,False,strict_correct,strict_wrong_numeric,False,da86730a62ef5ead131df704419562ca9cd8da4f1531bb5645b6fe90ba2aadf1,ee13a89e6bfb345c3fe424fc18ef0210bd7e71b4b9f79ece893d2f5144991c61,04d6e8b8fb816ad30b516d2cd530423f942bf05ae89073ee154a0bbc6f72b710,prompt_difference
gsm8k_short_test_0088,16,16,8,133,133,16,8,91,256,False,True,30,30,True,True,False,False,False,False,strict_correct,strict_correct,True,335654d61f9247416b13fdc8cc45c920bb68d40c6c0ba43d3d1ccc07d6238c93,0f4b9bfda047902384d02a8d860ba8d5a8f8b4265450844c87c2df33d8e7ce7a,792e2ebcc85b8fad6bee2cc4f30705956bae30944c3b0b5a160d848f58afbf3f,prompt_difference
gsm8k_short_test_0089,16,16,8,113,113,16,8,110,256,False,True,140,20,False,False,True,True,False,False,strict_wrong_numeric,cap_limited_incomplete,True,da1fbb1f6142ec8511631f8ef3d3693bf9af7c7e33cd247d0631121a2ae9cc79,645be8b9c8ce318d8f28b66aafe50482e900883f9e6b96af6c03cf03d45569b0,59b8347e6080c1e77680cfe4e0559df54963e6b5bedf9e503088869d4a1cde79,prompt_difference
gsm8k_short_test_0090,16,16,8,93,93,16,8,103,256,False,True,29,29,True,True,False,False,False,False,strict_correct,strict_correct,True,08d8247ea8290eff699fce17faacb3d963175f07e80b649fef8d41a4cc9bb875,48e4b0b55049be9dc4cb18da113b1e0d64bda664d4826112789f769be1887f1a,a8de57c32fb9963ad0e300d58e8757a170c2e49fa9e0e0ab8c6921b5ff0d7e7f,prompt_difference
gsm8k_short_test_0091,16,16,8,83,83,16,8,41,77,False,False,5,5,True,True,False,False,False,False,strict_correct,strict_correct,False,e4649e5a7db9125e53346960626c73b9af8f71775009946dd40f93fb31cb875b,d1141ac265d17ff7b64c9b656f97d1f5e1900199cb4e13d9d693eee421d088d4,8f395d2ea1b4d5dbbc2d23cf45fe96578de6ede38c244ed3391a6b315d5ea891,prompt_difference
gsm8k_short_test_0092,16,16,8,97,97,16,8,162,256,False,True,12,12,True,True,False,False,False,False,strict_correct,cap_limited_incomplete,True,b92100d4f1c0f6f91ca17cc89cc5da36ec7100c79c7eeac5cdcc852ce7f3cb87,e9d058e3b3375702c37290d75a9de78125284e0ad35987062accd7e5420f603c,088fd2ded8ca60c685f2793ed0bc11d99bb8e9c0991887d19d0d6ae1749b40e7,prompt_difference
gsm8k_short_test_0093,16,16,8,106,106,16,8,218,256,False,True,310,6,True,False,False,False,False,True,strict_correct,cap_limited_incomplete,True,1ecc5cf341a3843985843e7c3cfb74266a3576f1a592a7a74b64cfe5338266ab,ad28fd84e79ea6b298dbcd15e49632dd605befaaf7cce96d92fa72874dfd6f51,77571c7e1dad15637599fd4c8e6e36d4c37db44c54cc4d726ff4a91d85e4fce7,prompt_difference
gsm8k_short_test_0094,16,16,8,117,117,16,8,91,116,False,False,230,230,True,True,False,False,False,False,strict_correct,strict_correct,False,090bc9a7e7586fda1b6dec6529bcaca74b4caf70fa41927167eec4f68dd8c2fc,162ae5d5be23ef77e95450a510fe73cf2c0cb96df2d309077a3340658f086f26,49e97a3fa69eef2aa2cb11ee8ccc0f32b25869659f0ba6f6f263c1e037c62d4e,prompt_difference
gsm8k_short_test_0095,16,16,8,123,123,16,8,98,255,False,False,650,650,True,True,False,False,False,False,strict_correct,strict_correct,False,cbccdfc123fa17cae2555ad4087b76dbf8f1bd44ca5ab0451caeb277c5b9309c,3c8031dc257c75609057f498e0b7ed0da4428dbf85ad613f93574b82db2b27d5,91785bccf11d00150cfa7ab2f780e4e8e3b764526eb3843e2a453202ea0634b4,prompt_difference
gsm8k_short_test_0096,16,16,8,94,94,16,8,92,137,False,False,75,75,True,True,False,False,False,False,strict_correct,strict_correct,False,63a6dd30ff00161860a23977672e274f78e5fd37ea2c169bf6dfea75dc647751,44efbb619a637936166b6c38ac3b886221adb6e849a1f04e2d90166b1ec7b735,f4aa73b456bb9bbbd771dd75b7d17d5f6382c3628d5a57133892afafa1bf322e,prompt_difference
gsm8k_short_test_0097,16,16,8,98,98,16,8,156,167,False,False,7,7,True,True,False,False,False,False,strict_correct,strict_correct,False,1400dc0adf650872dfe6cc91319b959c1a93779d715a5663d60f9c5b4fc9643f,cb5954053ac9512809412668f8814b6b340a773efe76ce8a8803080d02a2327b,805513ff608ccf4363e9d3d52e792d1494db01d5b918a4ce50c47a2a9ba5d93d,prompt_difference
gsm8k_short_test_0098,16,16,8,145,145,16,8,147,256,False,True,1200,8,False,False,True,True,False,False,strict_wrong_numeric,cap_limited_incomplete,True,8d72c57fe93872ad03a6c6ca6baa8484f1da0556606db03aaaf8dd06ef92e415,3e941616e0aef2ccdc716ee28d923a5cca2268a8795f0d978603283aaacd56a9,263052a797de41356d1c9c0a0aa8a25173b0d04498b3c93d47200a6ffd008922,prompt_difference
gsm8k_short_test_0099,16,16,8,114,114,16,8,127,256,False,True,90,3,True,False,False,True,False,False,strict_correct,cap_limited_incomplete,True,b0b8edd8de2b254f0ae38caf269a77eef2d2d550678e32f319a7a5356b1df9b9,d19e77e137c62d71c9ec8967981b0ffd29d5279ceaa109ffd917932c3a06d8f9,d8922ea186bb76305a458dd60b19ff232cefe8df7cff9bb24c10f98def5eaa4f,prompt_difference
gsm8k_short_test_0100,16,16,8,111,111,16,8,75,111,False,False,18,18,True,True,False,False,False,False,strict_correct,strict_correct,False,b2bd1229928903d468364faf4b38e0c0dc8f084331c7a6ac9385db6737410565,7f6d3c213349806769fe1ed9169e3277df45c0a151a994561d8c0a7426343372,a8b0ea069b56363f8be7de33f7509a72ff56d8d6bfde5eca7366651e76b6f5cf,prompt_difference
